timestamp,crossing,event,train_prob,signal,closed,maintenance_mode,raw_json
2026-04-09T17:32:58Z,Fourth,Blocked,0.266914,0.012856,True,False,"{""fourthStatus"":{""train"":0.2669135,""signal"":0.01285564},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":true,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-09T17:32:58Z,Fourth,Train!,0.266914,0.012856,True,False,"{""fourthStatus"":{""train"":0.2669135,""signal"":0.01285564},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":true,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-09T18:38:15Z,Fourth,Clear,1.7e-05,0.023367,False,False,"{""fourthStatus"":{""train"":0.00001663,""signal"":0.02336741},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":false,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-09T19:49:14Z,Fourth,Blocked,0.983392,0.014715,True,False,"{""fourthStatus"":{""train"":0.98339242,""signal"":0.01471508},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":true,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-09T19:49:14Z,Fourth,Train!,0.983392,0.014715,True,False,"{""fourthStatus"":{""train"":0.98339242,""signal"":0.01471508},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":true,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-09T20:43:05Z,Fourth,Clear,0.000109,0.02627,False,False,"{""fourthStatus"":{""train"":0.00010947,""signal"":0.02627016},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":false,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-10T02:00:36Z,Fourth,Train!,0.120426,0.025123,False,False,"{""fourthStatus"":{""train"":0.12042579,""signal"":0.02512345},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":false,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-10T05:07:42Z,Fourth,Clear,0.051809,0.042547,False,False,"{""fourthStatus"":{""train"":0.05180938,""signal"":0.04254696},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":false,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-10T11:11:36Z,Fourth,Blocked,0.988501,0.042769,True,False,"{""fourthStatus"":{""train"":0.98850083,""signal"":0.04276879},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":true,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-10T11:11:36Z,Fourth,Train!,0.988501,0.042769,True,False,"{""fourthStatus"":{""train"":0.98850083,""signal"":0.04276879},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":true,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
